Columna2;CODIGODEPTO;NOMBREDEPTO;VICEPRESIDENCIANIVEL1;VICEPRESIDENCIANIVEL2
201701;1312052;UNIDAD OPERACIONES SIERRA DORADA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1980110;VICEPRESIDENCIA COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1337005;UNIDAD GESTIÓN AMBIENTAL Y SOCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201701;1337382;UNIDAD PLANEACIÓN DE RECURSOS T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201701;1980147;UNIDAD CRÉDITO Y GESTIÓN CARTERA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1511063;UNIDAD TRATAMIENTO GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201701;1980455;GERENCIA JURÍDICA GRUPO EMPRESARIAL;SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201701;1727196;UNIDAD VINCULACIÓN CLIENTES GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201701;1337000;VICEPRESIDENCIA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201701;1980287;UNIDAD TÉCNICA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201701;1980286;UNIDAD DESARROLLO AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201701;1980400;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA
201701;1727195;GERENCIA GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201701;1980708;UNIDAD PLANEACIÓN CADENA DE SUMINISTRO PARA NEGOCIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1980445;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA
201701;1980170;GERENCIA REGULACIÓN Y MERCADOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN Y MERCADOS
201701;1980156;UNIDAD SOPORTE CLIENTES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980465;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN;SECRETARÍA GENERAL;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN
201701;1985026;DEPARTAMENTO INTERVENCIONES URBANAS SOSTENIBLES;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201701;1980124;UNIDAD OFERTAS HOGARES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1312070;GERENCIA MERCADO DE ENERGÍA MAYORISTA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1980157;UNIDAD DISEÑO DE OPERACIONES COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980298;UNIDAD CENTRO DE EXCELENCIA TÉCNICA DISEÑOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201701;1980315;GERENCIA IDENTIDAD CORPORATIVA;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA IDENTIDAD CORPORATIVA
201701;1980122;GERENCIA OFERTAS COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980585;GERENCIA GESTIÓN RELACIONES LABORALES;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA GESTIÓN RELACIONES LABORALES
201701;1980127;UNIDAD OFERTAS GOBIERNO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1312044;PORCE III;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1980713;UNIDAD DIVERSIDAD Y DESARROLLO DE PROVEEDORES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1980568;DIRECCIÓN DESARROLLO TALENTO HUMANO;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201701;1980725;UNIDAD ALMACENES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1312003;UNIDAD PLANEACIÓN DE INFRAESTRUCTURA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1337001;DIRECCIÓN PLANEACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201701;1980683;DIRECCIÓN NORMATIVIDAD CONTABLE;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201701;1980135;UNIDAD FIDELIZACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1330242;DIRECCIÓN STR Y CONEXIONES COLOMBIA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SISTEMAS TRANSMISIÓN
201701;1337010;UNIDAD GESTIÓN DEL RENDIMIENTO T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201701;1981200;DIRECCIÓN REGULACIÓN AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN Y MERCADOS
201701;1930736;UNIDAD SOPORTE Y GESTIÓN DE SERVICIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201701;1312203;UNIDAD GESTIÓN BOLSA DE ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1980153;UNIDAD CANALES PRESENCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980724;UNIDAD COMERCIO EXTERIOR;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1980475;UNIDAD GOBIERNO CORPORATIVO;SECRETARÍA GENERAL;UNIDAD GOBIERNO CORPORATIVO
201701;1940837;GERENCIA CRECIMIENTO AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201701;1980450;SECRETARÍA GENERAL;SECRETARÍA GENERAL;SECRETARÍA GENERAL
201701;1980200;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA
201701;1980607;DIRECCIÓN SEGUROS CORPORATIVOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201701;1940838;GERENCIA CRECIMIENTO GAS Y NUEVOS NEGOCIOS;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201701;1980605;GERENCIA GESTIÓN INTEGRAL DE RIESGOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201701;1980609;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201701;1980615;DIRECCIÓN IMPUESTOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201701;1312000;VICEPRESIDENCIA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1300220;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201701;1727170;VICEPRESIDENCIA GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201701;1940835;VICEPRESIDENCIA CRECIMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201701;1980136;DIRECCIÓN MERCADEO RELACIONAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980816;DIRECCIÓN PLANEACIÓN ESTRATÉGICA CORPORATIVA;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201701;1980817;DIRECCIÓN DESEMPEÑO CORPORATIVO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201701;1312001;DIRECCIÓN PLANEACIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201701;1980723;UNIDAD GESTIÓN INVENTARIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1980426;GERENCIA AUDITORÍA SOPORTE;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;GERENCIA AUDITORÍA SOPORTE
201701;1989082;UNIDAD SERVICIOS DE CONECTIVIDAD Y COMUNICACIONES DE TI;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201701;1980126;UNIDAD OFERTAS EMPRESAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980416;GERENCIA AUDITORÍA PROYECTOS Y SUMINISTROS;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;GERENCIA AUDITORÍA PROYECTOS Y SUMINISTROS
201701;1989093;UNIDAD SERVICIOS DE PROCESAMIENTO DE DATOS;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201701;1980134;UNIDAD EDUCACIÓN A CLIENTES Y COMUNIDAD;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980142;GERENCIA OPERACIÓN COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1930735;GERENCIA SERVICIOS GRUPO EPM;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201701;1411020;VICEPRESIDENCIA AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201701;1980509;DIRECCIÓN SOLUCIONES DESARROLLO ORGANIZACIONAL;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA DESARROLLO CORPORATIVO
201701;1980335;GERENCIA COMUNICACIÓN CORPORATIVA;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA COMUNICACIÓN CORPORATIVA
201701;1930739;DEPARTAMENTO SERVICIOS ADMINISTRATIVOS Y TI;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201701;1930738;DEPARTAMENTO SERVICIOS DE TALENTO HUMANO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201701;1980300;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS
201701;1980461;DIRECCIÓN SOPORTE LEGAL PROCESOS Y RECLAMACIONES;SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201701;1980250;GERENCIA PROYECTOS DE INFRAESTRUCTURA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS DE INFRAESTRUCTURA
201701;1930737;DEPARTAMENTO SERVICIOS FINANCIEROS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201701;1980900;GERENCIA GENERAL;GERENCIA GENERAL;GERENCIA GENERAL
201701;1980805;GERENCIA DESARROLLO E INNOVACIÓN;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;GERENCIA DESARROLLO E INNOVACIÓN
201701;1940836;GERENCIA CRECIMIENTO ENERGÍA ELÉCTRICA;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201701;1727173;UNIDAD TRANSACCIONES GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201701;1980100;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS
201701;1980716;DIRECCIÓN ABASTECIMIENTO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1985113;OFICINA CONTROL DISCIPLINARIO;OFICINA CONTROL DISCIPLINARIO;OFICINA CONTROL DISCIPLINARIO
201701;1980606;DIRECCIÓN INGENIERÍA DE RIESGOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201701;1980405;GERENCIA AUDITORÍA NEGOCIOS;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;GERENCIA AUDITORÍA NEGOCIOS
201701;1980114;UNIDAD GESTIÓN DE INFORMACIÓN COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980112;GERENCIA MERCADEO ESTRATÉGICO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201701;1980586;DIRECCIÓN RELACIONES LABORALES COLECTIVAS;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA GESTIÓN RELACIONES LABORALES
201701;1980505;GERENCIA DESARROLLO CORPORATIVO;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA DESARROLLO CORPORATIVO
201701;1980706;DIRECCIÓN PLANEACIÓN CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201701;1310226;DIRECCIÓN PROYECTO SANTO DOMINGO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201701;1980105;GERENCIA URABÁ;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA URABÁ
201701;1511060;GERENCIA AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201701;;Ø;;
201701;1980700;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS
201701;1980705;GERENCIA CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201702;1980569;UNIDAD TRANSFORMACIÓN CULTURAL;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201702;1980564;DIRECCIÓN SOLUCIONES DESARROLLO HUMANO;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201702;1411027;UNIDAD GESTIÓN DE INFRAESTRUCTURA AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1989074;UNIDAD SOLUCIONES DE TI CORPORATIVAS;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201702;1337280;UNIDAD SUBESTACIONES Y LÍNEAS T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201702;1312004;UNIDAD GESTIÓN AMBIENTAL Y SOCIAL GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201702;1312013;UNIDAD OPERACIÓN Y MANTENIMIENTO GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201702;1980732;DIRECCIÓN OPERACIONES INTERNAS CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201702;1985021;UNIDAD NEGOCIACIÓN Y ADMINISTRACIÓN ACTIVO INMOBILIARIO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201702;1312014;UNIDAD HIDROMETRÍA Y CALIDAD GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201702;1312040;GERENCIA GENERACIÓN ENERGÍA REGIÓN NOROCCIDENTAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201702;1411035;UNIDAD GESTIÓN DEL RENDIMIENTO AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1975074;DEPARTAMENTO PROVEEDURÍA;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201702;1411026;UNIDAD CONSERVACIÓN DEL AGUA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1985020;DIRECCIÓN GESTIÓN INMOBILIARIA;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201702;1411053;UNIDAD PRODUCCIÓN AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1980143;UNIDAD GESTIÓN DE INSTALACIONES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201702;1980152;GERENCIA ATENCIÓN AL CLIENTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201702;1980670;GERENCIA PLANEACIÓN FINANCIERA;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201702;1980264;UNIDAD PROYECTOS LINEALES 2;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS DE INFRAESTRUCTURA
201702;1980707;UNIDAD PLANEACIÓN CADENA DE SUMINISTRO PARA PROYECTOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201702;1411054;UNIDAD OPERACIÓN Y MANTENIMIENTO PROVISIÓN AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1980500;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL
201702;1727180;UNIDAD GESTIÓN DEL RENDIMIENTO GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201702;1980722;DIRECCIÓN LOGÍSTICA Y COMERCIO EXTERIOR;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201702;1980297;UNIDAD CENTRO DE EXCELENCIA TÉCNICA ESTUDIOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201702;1980612;DIRECCIÓN TRANSACCIONES FINANCIERAS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201702;1980290;GERENCIA CENTROS DE EXCELENCIA TÉCNICA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201702;1980294;UNIDAD CENTRO DE EXCELENCIA TÉCNICA NORMALIZACIÓN Y ESPECIFICACIONES;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201702;1337500;GERENCIA COMERCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201702;1985080;DEPARTAMENTO GESTIÓN DOCUMENTAL;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SOPORTE ADMINISTRATIVO
201702;1337350;UNIDAD DISTRIBUCIÓN ZONA CENTRO T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201702;1980457;DIRECCIÓN SOPORTE LEGAL CORPORATIVO;SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201702;1980335;GERENCIA COMUNICACIÓN CORPORATIVA;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA COMUNICACIÓN CORPORATIVA
201702;1312033;UNIDAD OPERACIONES ZONA NORTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201702;1980801;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO
201702;1989000;GERENCIA TECNOLOGÍA DE INFORMACIÓN;VICEPRESIDENCIA DESARROLLO HUMANO Y ORGANIZACIONAL;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201702;1300223;DIRECCIÓN DESARROLLO PROYECTO ITUANGO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201702;1337320;UNIDAD DISTRIBUCIÓN ZONA SUR T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201702;1727553;UNIDAD GESTIÓN DE ALIADOS GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201702;1411057;UNIDAD VINCULACIÓN Y DESARROLLO URBANÍSTICO AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1511066;UNIDAD MANTENIMIENTO EQUIPOS GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201702;1411056;UNIDAD MANTENIMIENTO EQUIPOS PROVISIÓN AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
