Columna2;CODIGODEPTO;NOMBREDEPTO;VICEPRESIDENCIANIVEL1;VICEPRESIDENCIANIVEL2
201711;1411025;DIRECCIÓN PLANEACIÓN AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1411081;DIRECCIÓN SISTEMAS REGIONALES AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1411040;DIRECCIÓN COMERCIAL AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1511064;UNIDAD OPERACIÓN Y MANTENIMIENTO GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1980146;DEPARTAMENTO LIQUIDACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980706;DIRECCIÓN PLANEACIÓN CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1300224;UNIDAD PROGRAMACIÓN Y DESEMPEÑO PROYECTOS GENERACIÓN;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201711;1312032;UNIDAD OPERACIONES ZONA ORIENTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980259;DIRECCIÓN PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS 4;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201711;1989072;UNIDAD SOLUCIONES DE TI COMERCIALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1510235;GERENCIA PROYECTOS PLANTAS AGUAS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS PLANTAS AGUAS
201711;1300222;DIRECCIÓN AMBIENTAL, SOCIAL Y SOSTENIBILIDAD PROYECTO ITUANGO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201711;1985026;DEPARTAMENTO DISEÑOS ARQUITECTÓNICOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201711;1312060;DIRECCIÓN PEQUEÑAS CENTRALES GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1411032;UNIDAD OPERACIÓN INTEGRADA AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1980159;UNIDAD CANALES REGIONAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1727197;UNIDAD OPERACIÓN Y MANTENIMIENTO GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1980635;DIRECCIÓN PLANEACIÓN Y ANÁLISIS FINANCIERO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201711;1337384;UNIDAD GESTIÓN DE LA INFORMACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1312020;UNIDAD GESTIÓN DEL RENDIMIENTO GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1727192;UNIDAD VINCULACIÓN CLIENTES GAS REGIÓN METROPOLITANA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1510230;DIRECCIÓN PROYECTO PTAR BELLO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS PLANTAS AGUAS
201711;1985060;UNIDAD COMPRAS OPERATIVAS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1727179;UNIDAD PLANEACIÓN GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1320244;DIRECCIÓN PROYECTOS SUBESTACIONES Y LÍNEAS 2;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS
201711;1980630;DIRECCIÓN PRESUPUESTO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA PLANEACIÓN FINANCIERA
201711;1980506;DIRECCIÓN DISEÑO ORGANIZACIONAL;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO CORPORATIVO
201711;1312012;UNIDAD PLANEACIÓN PRODUCCIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1337004;UNIDAD PLANEACIÓN DE INFRAESTRUCTURA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1337383;UNIDAD OPERACIÓN INTEGRADA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1980282;DIRECCIÓN MONTAJES;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;DIRECCIÓN MONTAJES
201711;1989015;DIRECCIÓN ESTRATEGIA Y ARQUITECTURA DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1727550;GERENCIA COMERCIAL GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1989080;DIRECCIÓN SERVICIOS DE INFRAESTRUCTURA DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1980805;GERENCIA DESARROLLO E INNOVACIÓN;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;GERENCIA DESARROLLO E INNOVACIÓN
201711;1980113;UNIDAD ESTRATEGIA E INTELIGENCIA COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980459;DIRECCIÓN SOPORTE LEGAL CONTRATACIÓN;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201711;1312002;UNIDAD ESTRATEGIA Y PLANEACIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1330243;DIRECCIÓN PROYECTOS SUBESTACIONES Y LÍNEAS 1;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS SUBESTACIONES Y LÍNEAS
201711;1411050;GERENCIA PROVISIÓN AGUAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1989073;UNIDAD SOLUCIONES DE TI OPERACIÓN E INGENIERÍA DEL NEGOCIO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1980610;DIRECCIÓN CONTABILIDAD Y COSTOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201711;1980608;UNIDAD CUMPLIMIENTO;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201711;1982100;DIRECCIÓN REGULACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN
201711;1980100;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS
201711;1980173;DIRECCIÓN MERCADOS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;DIRECCIÓN MERCADOS
201711;1980817;DIRECCIÓN DESEMPEÑO CORPORATIVO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201711;1980825;GERENCIA DESARROLLO SOSTENIBLE;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;GERENCIA DESARROLLO SOSTENIBLE
201711;1980563;UNIDAD COMPENSACIÓN Y BENEFICIOS;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201711;1989025;DIRECCIÓN GESTIÓN DEMANDA Y SERVICIOS DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1980631;DIRECCIÓN GESTIÓN DE CAPITALES;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;DIRECCIÓN GESTIÓN DE CAPITALES
201711;1337028;UNIDAD CONTROL PÉRDIDAS ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1312052;UNIDAD OPERACIONES SIERRA DORADA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980110;VICEPRESIDENCIA COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1337005;UNIDAD GESTIÓN AMBIENTAL Y SOCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1337382;UNIDAD PLANEACIÓN DE RECURSOS T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1337027;UNIDAD ATENCIÓN TÉCNICA CLIENTES DISTRIBUCIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1980144;UNIDAD FACTURACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1511063;UNIDAD TRATAMIENTO GESTIÓN AGUAS RESIDUALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1980455;GERENCIA JURÍDICA GRUPO EMPRESARIAL;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201711;1727553;UNIDAD GESTIÓN DE ALIADOS GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1337000;VICEPRESIDENCIA T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1980287;UNIDAD TÉCNICA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201711;1980286;UNIDAD DESARROLLO AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA AMBIENTAL Y SOCIAL PROYECTOS E INGENIERÍA
201711;1980400;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA
201711;1727195;GERENCIA GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1980250;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA PROYECTOS AGUAS, SANEAMIENTO, GAS Y LOCATIVOS
201711;1980445;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;DIRECCIÓN GESTIÓN Y DESARROLLO DE AUDITORÍA CORPORATIVA
201711;1980170;GERENCIA REGULACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN
201711;1980156;UNIDAD SOPORTE CLIENTES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980465;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA CRECIMIENTO Y CONSOLIDACIÓN
201711;1980124;UNIDAD OFERTAS HOGARES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1312070;GERENCIA MERCADO DE ENERGÍA MAYORISTA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980157;UNIDAD DISEÑO DE OPERACIONES COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980278;UNIDAD INGENIERÍA DE PROYECTOS 2;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201711;1980315;GERENCIA IDENTIDAD CORPORATIVA;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA IDENTIDAD CORPORATIVA
201711;1980122;GERENCIA OFERTAS COMERCIALES;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980585;GERENCIA GESTIÓN RELACIONES LABORALES;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA GESTIÓN RELACIONES LABORALES
201711;1980127;UNIDAD OFERTAS GOBIERNO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980158;UNIDAD CANALES METROPOLITANO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1337022;UNIDAD MANTENIMIENTO REDES DISTRIBUCIÓN NORTE;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1302081;UNIDAD OPERACIONES ITUANGO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980713;UNIDAD DIVERSIDAD Y DESARROLLO DE PROVEEDORES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1980568;DIRECCIÓN DESARROLLO TALENTO HUMANO;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO HUMANO Y CULTURA ORGANIZACIONAL
201711;1980723;UNIDAD GESTIÓN INVENTARIOS Y ALMACENES;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1337502;UNIDAD TRANSACCIONES T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1312003;UNIDAD PLANEACIÓN DE INFRAESTRUCTURA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1337385;UNIDAD SOPORTE A TECNOLOGÍAS DE OPERACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1337001;DIRECCIÓN PLANEACIÓN T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1980683;DIRECCIÓN NORMATIVIDAD CONTABLE;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201711;1980135;UNIDAD FIDELIZACIÓN;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1337010;UNIDAD GESTIÓN DEL RENDIMIENTO T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1980722;DIRECCIÓN LOGÍSTICA Y COMERCIO EXTERIOR;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1981200;DIRECCIÓN REGULACIÓN AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;GERENCIA REGULACIÓN
201711;1930736;UNIDAD SOPORTE Y GESTIÓN DE SERVICIOS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201711;1337500;GERENCIA COMERCIAL T&D ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA T&D ENERGÍA
201711;1727196;UNIDAD VINCULACIÓN CLIENTES GAS REGIÓN ANTIOQUIA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1312203;UNIDAD GESTIÓN BOLSA DE ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980724;UNIDAD COMERCIO EXTERIOR;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1940837;GERENCIA CRECIMIENTO AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201711;1980450;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL
201711;1980200;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA
201711;1980607;DIRECCIÓN SEGUROS CORPORATIVOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201711;1940838;GERENCIA CRECIMIENTO GAS Y NUEVOS NEGOCIOS;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201711;1980605;GERENCIA GESTIÓN INTEGRAL DE RIESGOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA GESTIÓN INTEGRAL DE RIESGOS
201711;1980609;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201711;1980615;DIRECCIÓN IMPUESTOS;VICEPRESIDENCIA EJECUTIVA FINANZAS CORPORATIVAS, GESTIÓN DE RIESGOS E INVERSIONES;GERENCIA CONTABILIDAD Y SERVICIOS FINANCIEROS
201711;1312000;VICEPRESIDENCIA GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980705;GERENCIA CADENA DE SUMINISTRO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA CADENA DE SUMINISTRO
201711;1300220;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;VICEPRESIDENCIA PROYECTOS GENERACIÓN ENERGÍA
201711;1727170;VICEPRESIDENCIA GAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GAS
201711;1940835;VICEPRESIDENCIA CRECIMIENTO;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201711;1980136;DIRECCIÓN MERCADEO RELACIONAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980816;DIRECCIÓN PLANEACIÓN ESTRATÉGICA CORPORATIVA;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA ESTRATEGIA CORPORATIVA
201711;1312001;DIRECCIÓN PLANEACIÓN GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980426;GERENCIA AUDITORÍA SOPORTE;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;GERENCIA AUDITORÍA SOPORTE
201711;1989082;UNIDAD SERVICIOS DE CONECTIVIDAD Y COMUNICACIONES DE TI;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1980126;UNIDAD OFERTAS EMPRESAS;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980416;GERENCIA AUDITORÍA PROYECTOS Y SUMINISTROS;VICEPRESIDENCIA AUDITORÍA CORPORATIVA;GERENCIA AUDITORÍA PROYECTOS Y SUMINISTROS
201711;1989093;UNIDAD SERVICIOS DE PROCESAMIENTO DE DATOS;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA TECNOLOGÍA DE INFORMACIÓN
201711;1980134;UNIDAD EDUCACIÓN A CLIENTES Y COMUNIDAD;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1980142;GERENCIA OPERACIÓN COMERCIAL;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA COMERCIAL
201711;1930735;GERENCIA SERVICIOS GRUPO EPM;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201711;1411020;VICEPRESIDENCIA AGUA Y SANEAMIENTO;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1980509;DIRECCIÓN SOLUCIONES DESARROLLO ORGANIZACIONAL;VICEPRESIDENCIA TALENTO HUMANO Y TECNOLOGÍA;GERENCIA DESARROLLO CORPORATIVO
201711;1930738;DEPARTAMENTO SERVICIOS DE TALENTO HUMANO;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201711;1300283;UNIDAD MONTAJES ITUANGO;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;DIRECCIÓN MONTAJES
201711;1980461;DIRECCIÓN SOPORTE LEGAL PROCESOS Y RECLAMACIONES;VICEPRESIDENCIA ASUNTOS LEGALES Y SECRETARÍA GENERAL;GERENCIA JURÍDICA GRUPO EMPRESARIAL
201711;1930739;DEPARTAMENTO SERVICIOS ADMINISTRATIVOS Y TI;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201711;1980305;GERENCIA RELACIONES EXTERNAS;VICEPRESIDENCIA COMUNICACIÓN Y RELACIONES CORPORATIVAS;GERENCIA RELACIONES EXTERNAS
201711;1930737;DEPARTAMENTO SERVICIOS FINANCIEROS;VICEPRESIDENCIA SUMINISTROS Y SERVICIOS COMPARTIDOS;GERENCIA SERVICIOS GRUPO EPM
201711;1312044;PORCE III;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
201711;1980277;UNIDAD ESTUDIOS Y ASIMILACIÓN TECNOLÓGICA;VICEPRESIDENCIA EJECUTIVA PROYECTOS E INGENIERÍA;GERENCIA CENTROS DE EXCELENCIA TÉCNICA
201711;1980900;GERENCIA GENERAL;GERENCIA GENERAL;GERENCIA GENERAL
201711;1940836;GERENCIA CRECIMIENTO ENERGÍA ELÉCTRICA;VICEPRESIDENCIA EJECUTIVA ESTRATEGIA Y CRECIMIENTO;VICEPRESIDENCIA CRECIMIENTO
201711;1411026;UNIDAD CONSERVACIÓN DEL AGUA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA AGUA Y SANEAMIENTO
201711;1312050;DIRECCIÓN PLANTAS TÉRMICAS GENERACIÓN ENERGÍA;VICEPRESIDENCIA EJECUTIVA GESTIÓN DE NEGOCIOS;VICEPRESIDENCIA GENERACIÓN ENERGÍA
